,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
13,21,82,27.0,9.9,7.6,0.3,0.4,2.4,0.543,0.0,0.75,7.6,0.164,PF,17.7,0.579,0.002,0.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,4.3,3.2,-1.1,1.2,0.1,1.1,0.02
14,25,48,32.8,11.7,10.4,2.2,1.0,1.5,0.525,0.0,0.739,6.7,0.205,C,18.8,0.579,0.002,0.468,13.9,22.8,18.5,10.7,1.6,3.5,15.7,16.8,3.1,3.6,0.7,4.2,4.9,2.8,0.018
15,29,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,SG,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,4.4,1.5,5.9,5.7,0.013
16,34,76,28.4,13.4,8.9,2.7,0.7,1.9,0.5,0.0,0.716,7.7,0.171,C,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4.0,-0.1,3.9,3.8,3.2,0.012
17,31,82,29.4,8.5,3.3,2.1,1.5,0.4,0.397,0.356,0.676,4.4,0.088,SF,11.2,0.485,0.354,0.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,1.2,3.2,-0.3,1.4,1.1,1.9,0.01
18,30,82,17.8,4.4,1.8,1.2,0.5,0.1,0.404,0.38,0.656,3.6,0.118,SG,9.0,0.559,0.772,0.104,1.6,10.1,5.9,10.1,1.4,0.5,11.3,11.4,1.4,2.2,-0.4,0.4,0.0,0.7,0.008
19,23,79,27.8,10.1,8.0,0.5,0.5,2.4,0.55,0.0,0.583,5.3,0.115,C,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,2.7,2.5,-1.8,1.7,-0.1,1.0,0.008
20,26,79,25.9,5.1,4.4,1.4,1.2,0.5,0.471,0.275,0.747,4.1,0.097,SG,10.4,0.545,0.306,0.237,3.8,15.5,9.9,7.9,2.5,1.4,13.0,9.4,1.6,2.5,-0.6,2.6,2.0,2.0,0.007
21,23,54,27.8,11.3,9.4,1.4,0.4,2.0,0.574,0.0,0.66,6.6,0.21,C,21.1,0.606,0.0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,0.5,2.8,3.3,2.0,0.005
22,33,48,25.7,8.6,6.2,2.3,0.9,0.7,0.511,0.222,0.583,2.7,0.104,PF,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,1.0,1.6,-0.9,2.7,1.8,1.2,0.003
23,28,71,37.9,15.7,8.0,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,SF-PF,16.2,0.548,0.219,0.439,4.9,21.0,12.8,10.9,2.1,1.9,13.0,20.3,2.6,3.6,0.0,1.7,1.7,2.5,0.003
24,28,71,37.9,15.7,8.0,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,SF,15.0,0.53,0.182,0.488,4.6,21.0,12.7,10.5,1.7,2.1,12.4,20.2,1.3,2.3,-0.8,1.5,0.8,1.3,0.003
25,28,71,37.9,15.7,8.0,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,PF,18.9,0.59,0.297,0.335,5.6,21.2,13.0,11.9,3.1,1.5,14.4,20.5,1.3,1.3,1.8,2.2,4.0,1.2,0.003
26,25,77,34.4,16.5,8.5,3.3,1.3,1.6,0.477,0.331,0.725,6.4,0.116,PF,19.2,0.54,0.148,0.304,6.2,23.7,15.0,17.1,2.0,3.5,14.3,24.7,1.9,4.5,0.2,3.0,3.1,3.4,0.002
0,29,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,C,18.7,0.708,0.006,0.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,1.4,2.8,4.1,3.2,0.514
1,22,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167,PF,19.0,0.556,0.006,0.241,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,3.0,3.2,-0.9,3.8,3.0,2.2,0.486
2,26,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,C,24.2,0.569,0.01,0.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,0.1,3.7,3.8,3.0,0.307
3,27,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,SF,30.7,0.605,0.127,0.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,8.3,2.7,11.0,7.6,0.185
4,35,60,31.1,15.8,8.2,2.9,0.9,1.0,0.503,0.333,0.857,6.9,0.178,C,20.4,0.55,0.012,0.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,0.2,3.3,3.6,2.6,0.073
5,30,58,26.3,9.8,4.0,1.4,1.8,0.6,0.469,0.308,0.8,4.2,0.131,SG,15.7,0.541,0.058,0.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,1.7,2.5,0.0,2.5,2.5,1.7,0.06
6,28,62,35.6,12.4,6.1,5.5,1.7,0.5,0.454,0.394,0.617,7.3,0.158,SF,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,1.7,2.7,4.4,3.6,0.055
7,33,63,30.5,10.6,7.4,2.1,1.1,0.6,0.446,0.294,0.796,3.7,0.092,SF,15.0,0.488,0.105,0.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,-1.1,2.2,1.1,1.5,0.028
8,26,54,39.4,15.3,6.5,2.9,1.0,0.7,0.412,0.367,0.77,5.8,0.132,SF,14.1,0.5,0.285,0.219,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,0.5,1.6,2.1,2.2,0.026
9,26,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139,PF,21.1,0.499,0.099,0.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7,28.4,1.9,4.9,0.3,3.7,4.1,3.5,0.015
10,26,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0.0,0.748,9.0,0.223,C,19.6,0.561,0.002,0.42,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,4.9,4.2,1.8,4.0,5.8,3.8,0.01
11,27,65,36.5,14.6,8.9,3.1,1.0,1.9,0.482,0.083,0.748,8.2,0.166,C,18.4,0.541,0.016,0.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,4.2,4.0,0.3,3.6,3.9,3.5,0.008
12,26,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,PG,27.0,0.581,0.239,0.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,8.0,-0.1,7.9,5.4,0.008
13,21,64,21.4,7.6,1.8,1.4,0.7,0.2,0.498,0.407,0.795,2.4,0.085,PG,11.3,0.555,0.134,0.194,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,-1.6,0.3,-1.3,0.2,0.003
14,24,62,35.1,12.7,2.5,6.5,2.2,0.2,0.433,0.377,0.861,6.4,0.141,PG,16.8,0.523,0.232,0.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,1.8,0.1,1.9,2.1,0.003
15,39,49,28.1,10.2,3.5,2.2,0.8,0.6,0.446,0.264,0.761,1.6,0.055,SF,12.3,0.5,0.118,0.242,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,0.6,0.9,-1.2,0.7,-0.5,0.5,0.003
16,21,59,28.9,9.5,3.2,2.8,1.7,0.1,0.401,0.306,0.798,2.4,0.068,PG,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,-1.3,1.4,0.1,0.9,0.003
17,21,66,31.5,15.4,9.7,2.3,1.3,0.7,0.521,0.0,0.739,7.0,0.161,C,22.0,0.563,0.001,0.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2,23.6,4.3,2.7,2.4,1.4,3.8,3.1,0.002
18,30,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,SG,26.3,0.559,0.067,0.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,4.5,1.8,6.3,3.4,0.002
19,23,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,PG,22.9,0.538,0.155,0.326,5.0,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,3.7,-0.5,3.2,3.0,0.002
0,28,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,C,19.5,0.559,0.016,0.364,7.6,18.9,13.1,19.1,1.6,4.1,13.5,19.2,6.1,5.4,1.7,4.4,6.1,5.7,0.35
1,28,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,PF,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,9.2,2.4,11.6,9.8,0.246
2,23,80,31.1,13.2,7.7,0.5,0.4,3.0,0.573,0.351,0.749,9.4,0.181,PF,19.4,0.612,0.073,0.246,11.1,17.0,14.2,2.8,0.6,7.4,12.7,18.1,5.3,4.1,0.2,1.9,2.1,2.6,0.202
3,27,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,C,18.1,0.534,0.008,0.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,0.1,5.1,5.2,4.4,0.177
4,31,79,26.7,8.9,4.6,1.2,1.5,0.6,0.445,0.125,0.717,5.1,0.115,SG,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,-1.6,2.9,1.3,1.8,0.169
5,36,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,C,24.4,0.554,0.007,0.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,3.4,4.9,-0.5,4.6,4.1,3.2,0.155
6,24,71,27.3,9.8,9.5,1.2,0.7,2.8,0.506,0.0,0.618,6.0,0.149,C,18.7,0.523,0.003,0.225,12.0,25.8,18.6,6.8,1.4,7.6,11.6,16.9,2.3,3.7,-1.8,4.3,2.5,2.2,0.149
7,22,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,SF,16.8,0.531,0.399,0.233,3.4,19.0,11.3,19.6,2.6,1.3,15.2,23.5,2.7,6.3,1.8,2.9,4.7,5.0,0.094
8,29,80,34.7,13.0,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097,SG,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,1.4,1.8,3.2,3.7,0.071
9,26,79,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129,C,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,-1.9,3.8,1.9,2.2,0.06
10,27,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,PG,26.4,0.594,0.271,0.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,7.2,0.3,7.5,5.6,0.031
11,22,50,28.7,9.2,2.2,2.1,1.3,0.4,0.402,0.317,0.755,0.4,0.012,PG,8.8,0.461,0.264,0.103,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,-2.8,0.2,-2.7,-0.2,0.025
12,30,66,32.8,10.4,10.7,0.9,0.6,1.1,0.638,0.0,0.694,9.3,0.207,C,18.9,0.671,0.0,0.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,6.7,2.6,1.7,1.8,3.5,3.0,0.018
13,27,76,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,0.134,C,19.4,0.573,0.007,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,-1.5,2.8,1.3,2.3,0.015
14,27,75,38.7,16.5,6.3,3.0,1.1,0.4,0.426,0.322,0.816,6.3,0.105,SF,15.1,0.508,0.213,0.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,3.0,3.3,0.6,0.4,1.1,2.2,0.01
15,31,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,SG,24.0,0.571,0.06,0.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,2.8,1.1,3.9,3.5,0.007
16,27,56,26.3,9.5,4.8,2.0,1.3,0.4,0.417,0.364,0.821,3.1,0.102,SF,14.0,0.538,0.463,0.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,-0.4,1.9,1.5,1.3,0.005
17,23,82,26.0,8.6,4.0,1.4,1.0,0.4,0.467,0.381,0.803,7.0,0.158,SF,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,0.9,1.0,1.9,2.1,0.005
18,23,80,28.1,11.5,9.2,1.0,1.0,1.0,0.552,0.0,0.613,7.8,0.167,PF,18.5,0.573,0.0,0.386,13.2,23.2,18.3,5.1,1.8,2.9,12.3,17.7,4.5,3.4,0.8,1.5,2.2,2.4,0.005
19,24,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,PG,23.9,0.532,0.195,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,4.7,0.3,5.0,5.1,0.005
20,25,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,PG,18.3,0.549,0.312,0.3,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21.0,5.1,4.7,3.1,1.1,4.1,4.3,0.002
0,28,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,C,20.0,0.531,0.003,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17.0,18.7,4.5,6.6,1.1,5.5,6.6,6.1,0.888
1,27,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,C,13.5,0.499,0.007,0.357,9.9,15.0,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5.0,-3.4,3.3,-0.2,1.1,0.266
2,25,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,0.0,0.428,11.1,0.186,C,18.2,0.63,0.0,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,5.3,5.8,-0.1,4.2,4.1,4.4,0.194
3,24,81,32.9,15.1,8.8,1.0,0.5,2.7,0.536,0.383,0.784,9.6,0.173,PF,19.6,0.576,0.061,0.203,10.0,19.6,15.0,5.2,0.7,6.7,10.3,19.8,5.2,4.4,-0.4,2.3,1.9,2.6,0.126
4,30,63,32.4,9.3,4.7,4.2,1.5,0.3,0.48,0.354,0.652,5.8,0.135,SF,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,0.5,2.5,3.0,2.6,0.075
5,29,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,PF,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,12.3,3.7,8.0,0.9,8.9,8.0,0.05
6,23,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,SF,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,2.9,1.8,4.7,4.9,0.048
7,20,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,PF,26.5,0.582,0.009,0.438,10.0,23.3,16.6,8.0,2.0,6.7,8.3,25.2,7.2,3.2,2.3,2.2,4.5,3.9,0.04
8,28,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8.0,0.161,C,21.3,0.6,0.009,0.798,11.4,27.9,20.1,9.3,1.2,4.0,17.5,24.0,4.0,4.1,-0.3,2.2,1.9,2.4,0.04
9,29,67,26.4,7.3,10.0,1.7,0.7,1.8,0.627,0.0,0.344,6.5,0.176,C,17.0,0.61,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4.0,-1.2,5.6,4.4,2.8,0.018
10,22,66,29.1,12.8,6.2,2.0,1.7,0.8,0.522,0.379,0.802,7.7,0.193,SF,19.4,0.602,0.282,0.195,4.6,18.9,12.1,10.4,3.0,1.9,10.3,18.3,3.8,3.9,2.3,3.4,5.8,3.8,0.014
11,28,81,30.7,9.4,6.5,1.7,1.4,0.3,0.431,0.387,0.776,6.1,0.117,SF,13.3,0.54,0.311,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,3.3,2.8,0.7,1.6,2.3,2.7,0.01
12,37,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.164,C,21.3,0.535,0.006,0.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2,25.2,2.8,4.6,-0.9,4.0,3.2,2.8,0.008
13,28,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,PG,25.9,0.58,0.244,0.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9.0,3.2,6.8,0.6,7.4,5.2,0.008
14,28,77,35.4,14.4,6.2,2.5,1.6,0.3,0.456,0.407,0.772,8.0,0.141,SF,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,2.3,1.1,3.4,3.6,0.006
15,29,59,33.4,14.6,7.2,3.6,1.0,1.3,0.473,0.182,0.768,5.6,0.137,C,18.2,0.526,0.015,0.339,5.0,20.5,12.7,17.7,1.6,3.2,12.0,21.7,2.6,3.1,0.0,2.9,2.9,2.4,0.006
16,25,56,31.3,10.2,3.5,2.7,1.4,0.4,0.414,0.361,0.814,4.2,0.116,PG,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,2.7,1.6,1.9,0.6,2.5,2.0,0.003
0,23,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,SF,22.0,0.567,0.234,0.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,4.2,4.4,2.6,3.5,6.1,4.1,0.516
1,24,79,31.5,11.7,8.2,3.7,1.6,1.3,0.443,0.337,0.66,8.5,0.163,PF,16.4,0.54,0.43,0.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,3.3,5.2,1.0,4.0,5.0,4.4,0.491
2,26,82,34.4,11.5,15.0,0.7,1.0,2.2,0.71,0.25,0.397,12.8,0.217,C,21.0,0.638,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,7.4,5.4,0.9,3.2,4.1,4.3,0.405
3,21,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,PF,30.8,0.591,0.01,0.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,4.2,3.0,7.1,5.7,0.166
4,22,82,26.3,8.4,9.5,1.3,0.8,2.3,0.604,0.0,0.623,9.3,0.206,C,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,5.0,4.3,0.7,5.1,5.8,4.3,0.051
5,30,67,23.6,6.3,8.1,2.7,0.6,1.7,0.563,0.0,0.524,5.2,0.159,C,15.8,0.565,0.0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,-1.4,5.5,4.1,2.4,0.048
6,33,63,26.2,8.6,4.4,1.4,2.0,0.5,0.495,0.345,0.627,4.1,0.119,SG,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,-0.4,3.7,3.3,2.2,0.045
7,38,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,C,22.6,0.56,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,0.8,4.7,5.5,4.2,0.019
8,21,55,28.9,10.9,7.6,1.4,0.5,0.7,0.465,0.0,0.701,3.8,0.114,SF,15.1,0.519,0.0,0.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,1.6,2.2,-2.2,1.3,-0.8,0.5,0.014
9,25,65,38.7,20.0,5.8,3.3,1.8,0.6,0.462,0.378,0.834,11.2,0.214,SG,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,8.2,3.0,4.1,0.6,4.7,4.2,0.011
10,30,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,C,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,5.5,4.7,1.3,3.5,4.8,4.6,0.011
11,29,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0.0,0.603,5.6,0.13,C,15.3,0.482,0.005,0.407,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,2.4,3.1,-0.2,3.6,3.4,2.8,0.006
12,29,82,35.7,12.8,5.6,2.5,1.9,0.2,0.402,0.35,0.853,6.6,0.108,SF,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,0.6,1.3,1.9,2.9,0.005
13,30,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,SF,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,6.2,1.2,7.4,5.9,0.005
14,26,56,30.8,10.1,4.2,3.4,1.1,0.4,0.383,0.356,0.75,3.5,0.096,PG,11.3,0.509,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,1.7,1.8,0.5,0.3,0.8,1.2,0.002
15,28,70,31.3,12.6,5.3,1.7,1.3,0.2,0.487,0.395,0.702,7.0,0.154,SF,15.9,0.603,0.466,0.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,4.3,2.8,2.4,0.5,2.9,2.7,0.002
16,20,75,30.8,9.9,8.1,1.7,1.8,1.9,0.462,0.0,0.609,4.0,0.083,C,15.0,0.493,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,-0.2,4.2,-3.7,4.5,0.8,1.6,0.002
17,29,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,PG,26.0,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,12.9,3.2,7.5,0.0,7.5,6.9,0.002
18,25,48,23.8,11.8,10.0,0.1,0.6,2.6,0.628,0.0,0.5,5.3,0.221,C,26.2,0.619,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,2.8,2.4,-1.6,0.7,-0.9,0.3,0.002
0,24,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,SF,26.0,0.616,0.267,0.306,4.7,18.4,11.8,13.0,2.8,2.3,7.8,25.8,8.3,5.5,5.5,2.8,8.3,6.2,0.842
1,25,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,PF,19.3,0.587,0.315,0.402,5.5,23.0,14.7,29.0,2.0,3.0,21.2,18.8,6.0,5.1,2.0,3.9,5.8,5.5,0.648
2,26,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,0.0,0.65,10.3,0.233,C,25.7,0.629,0.0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5.0,5.3,-0.9,3.4,2.5,2.4,0.128
3,27,77,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0.0,0.43,11.5,0.213,C,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1.0,5.4,12.1,15.4,6.0,5.5,-0.4,3.8,3.4,3.5,0.077
4,30,81,32.7,17.1,9.0,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,PF,21.3,0.556,0.218,0.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,4.1,6.0,1.1,4.2,5.3,4.9,0.032
5,25,76,33.4,15.2,2.9,2.1,1.5,0.3,0.447,0.361,0.78,4.8,0.09,SG,13.2,0.538,0.399,0.121,2.0,7.3,4.6,9.8,2.2,0.6,9.2,19.8,2.0,2.8,0.5,-0.3,0.2,1.4,0.022
6,23,61,31.7,9.1,11.0,1.5,0.7,2.2,0.559,0.0,0.569,6.4,0.16,C,17.5,0.582,0.0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,2.6,3.8,-1.1,4.8,3.7,2.8,0.02
7,34,64,25.3,8.4,4.6,1.1,1.7,0.3,0.458,0.357,0.652,2.4,0.072,SG,12.9,0.505,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,0.5,1.9,-1.5,1.4,-0.1,0.8,0.008
8,22,61,35.5,24.3,10.3,1.9,1.3,2.0,0.493,0.324,0.758,7.2,0.16,C,25.0,0.559,0.095,0.379,6.4,26.4,16.1,10.0,1.8,4.7,8.4,29.6,4.4,2.8,1.0,1.2,2.2,2.3,0.006
9,22,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,C,21.2,0.499,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,2.0,5.5,-2.1,1.6,-0.5,1.0,0.005
10,26,67,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,SG,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,3.6,0.3,4.0,3.7,0.003
11,31,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,SF,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,6.9,2.3,9.1,7.6,0.003
12,30,81,35.3,12.7,4.5,2.3,2.0,0.3,0.416,0.371,0.783,5.4,0.09,SF,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,3.1,2.3,1.2,0.3,1.5,2.5,0.002
13,25,73,31.6,14.2,5.1,1.8,1.7,0.5,0.443,0.336,0.82,7.3,0.152,SF,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,1.5,1.3,2.8,2.8,0.002
14,29,82,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,C,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,1.5,2.6,4.1,4.1,0.002
15,29,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,PG,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1.0,13.7,26.1,8.0,3.7,6.2,0.6,6.8,6.3,0.002
